,0
188,14.710836608646826
189,12.483108108108109
190,11.064788732394366
191,10.930101465614431
192,11.097355092853123
193,11.640449438202246
194,13.742296918767508
195,14.60122699386503
196,15.064066852367688
197,14.209354120267262
198,14.983333333333333
199,15.72853185595568
200,16.404867256637168
201,15.916114790286976
202,14.517906336088155
203,16.204620462046204
204,18.044906900328588
205,19.51525054466231
206,18.22185970636215
207,15.376637554585153
208,15.369054127938764
209,16.744948115783725
210,16.74469243331519
211,17.11111111111111
212,15.29443544030254
213,16.408869659275283
214,16.816216216216215
215,17.32075471698113
216,18.416532474503487
217,18.580610605249063
218,19.636557990379476
219,19.610458911419425
220,21.40276301806589
221,20.132345156167283
222,21.565309360126918
223,23.73150105708245
224,24.204425711275025
225,27.92452830188679
226,25.28429838288993
227,22.50912884715702
228,24.44676409185804
229,25.025987525987524
230,28.06317969963749
231,27.35157459989675
232,25.738636363636363
233,29.091378420237486
234,30.271934325295025
235,33.14125446200918
236,32.99295774647887
237,31.2707182320442
238,29.43967693084301
239,29.989904088844018
240,32.860010035122926
241,30.90772316950853
242,31.3920881321983
243,34.598903836572
244,35.19125683060109
245,35.158572844400396
246,36.67323804829965
247,35.83905789990187
248,31.459566074950686
249,29.167904903417536
250,29.247524752475247
251,30.50713934022649
252,26.79453590054906
253,29.02666653609237
254,29.441565020848753
255,31.072732924081127
256,30.693332688447683
257,32.56704980842912
258,35.70275959403284
259,34.84424583588148
260,38.32229665255314
261,41.015344901763946
262,44.95005549389567
263,43.36352242900045
264,43.817809910733644
265,44.84994381414943
266,49.40313331584274
267,52.62173860205102
268,58.26920932307349
269,61.56449602920957
270,60.895094422325315
271,53.349490145868586
272,47.56552767079227
273,35.304960943800545
274,26.886790239874646
275,19.45146122479872
276,19.680748160975405
277,18.3775651724219
278,22.56053083601967
279,23.341748586096497
280,27.71075287998423
281,32.42236603193817
282,29.87528291869639
283,32.978254310844996
284,32.15495156605408
285,34.97314199409725
286,35.901378237292505
287,34.26318283666211
288,36.015780180975504
289,35.15723878295847
290,37.358582582250996
291,38.77131410330124
292,33.93621427585254
293,34.68708419467861
294,35.07272351278693
295,35.15003005648784
296,34.47027831863475
297,37.38671901750862
298,38.36695660093811
299,40.43597372909032
300,40.31430418605071
301,39.919242174332354
302,46.116047810765494
303,48.87702873360614
304,44.88314368833572
305,42.819141837851305
306,43.16865946449566
307,38.181207044483564
308,37.74101157561662
309,38.0683572216097
310,42.76992019157543
311,43.375890644873095
312,44.008567340525445
313,44.75997354694323
314,46.39718190439978
315,45.08109098683607
316,41.38811523612562
317,36.013722847490854
318,38.45312568353821
319,40.940683200097425
320,40.91076337034392
321,38.633557533737985
322,37.418540188281895
323,37.99827870305898
324,40.901419636652435
325,40.9166426973817
326,40.01170990434041
327,39.6985293166003
328,40.75586585192309
329,41.20114435672954
330,44.94203520824388
331,45.648858885614416
332,45.511766519371086
333,43.026674483992316
334,40.093976932934645
335,41.594417154128976
336,40.21454557818503
337,42.8024980152581
338,42.70679749860186
339,43.16440279445845
340,43.12884626748495
341,44.593666089170476
342,43.617209408079226
343,40.655268255706225
344,39.25011685342159
345,35.547319209872384
346,31.98119696349527
347,25.096083842676464
348,20.11527303863308
349,21.492126352287308
350,20.26477268874801
351,23.050350941063915
352,25.008333298171735
353,25.17072924424696
354,21.38349983615786
355,18.01010784218995
356,19.149634944294267
357,19.441979026891513
358,17.830659154598198
359,15.641757899739654
360,13.330415902243617
361,12.775137358007212
362,15.772009408602147
363,17.05077994242485
364,19.498490964572106
365,20.297891117383084
366,18.596340706619298
367,18.59111600739986
368,18.733207284306896
369,20.59228678627126
370,18.86574169717303
371,21.418827301689355
372,21.550131763662783
373,21.913395572240027
374,20.226165679891096
375,20.90969028596233
376,19.86852674546319
377,18.504032142462208
378,19.091642339800938
379,19.59352809941962
380,20.216284212875607
381,20.914258837267766
382,22.904838161789684
383,23.35707511954965
384,25.59682390429922
385,24.938985047830112
386,25.134527620734282
387,26.47595982847574
388,27.903601390793963
389,27.037901664422474
390,28.254794716854953
391,27.04410262930983
392,27.848934499686738
393,27.98965075245676
394,22.550020982287784
395,19.591164985935666
396,20.3309617834899
397,21.6917598945216
398,22.875508453906733
399,25.022432418665336
400,23.82780367425281
401,21.42193690992675
402,22.429943094041498
403,21.40522301500826
404,22.201776921847404
405,20.97619380821321
406,22.12154241804789
407,23.154019859560123
408,22.205322019634263
409,19.494846633339506
410,11.316266600548573
411,6.462521281414492
412,11.162005409039036
413,14.907426863720206
414,15.762085814509947
415,16.32159006364418
416,15.240607778363183
417,15.137195239083162
418,15.69707031474658
419,17.94416776384834
420,19.79821054635447
421,22.394343759245633
422,23.5283903455461
423,23.14471069111636
424,24.276944167126103
425,26.38241566534471
426,26.67387880661162
427,24.82134349690329
428,26.1469630840644
429,29.46600993772648
430,28.39859209001439
431,25.529839401609898
432,29.44808721899228
433,32.1984469976459
434,37.74280625591363
435,35.26546112241044
436,37.61140942362361
437,38.96474037078255
438,34.49095130130198
439,31.718136258973317
440,28.414474993171225
441,29.3804763295043
442,28.25538014320257
443,25.566072443894445
444,25.99355817605878
445,25.470084336710336
446,24.280337168000848
447,26.228220178398114
448,23.600862529426895
449,23.120645337528508
